"","annee","ndep","q_prod","cond"
"876",2008,"11",1796,"L"
"877",2008,"11",8.7,"K"
"878",2008,"11",22.5,"L"
"879",2008,"11",127.5,"L"
"880",2008,"11",1014,"L"
"881",2008,"11",9560,"K"
"882",2008,"11",20220,"K"
"883",2008,"11",1,"L"
"884",2008,"11",1075,"K"
"885",2008,"11",1075,"K"
"886",2008,"11",3580,"L"
"887",2008,"11",97.1,"K"
"888",2008,"11",21,"L"
"889",2008,"11",2990,"K"
"890",2008,"11",2990,"K"
"891",2008,"11",12434,"L"
"892",2008,"11",4,"L"
"893",2008,"11",4,"L"
"894",2008,"11",855,"L"
"895",2008,"11",170,"K"
"896",2008,"11",459,"L"
"897",2008,"11",450.2,"K"
"898",2008,"11",4762,"K"
"899",2008,"11",4762,"K"
"900",2008,"11",74452,"L"
"901",2008,"11",74452,"L"
"902",2008,"11",420,"L"
"903",2008,"11",234,"L"
"904",2008,"11",1,"L"
"905",2008,"11",534,"L"
"906",2008,"11",377.3,"K"
"907",2008,"11",7,"K"
"908",2008,"11",7,"K"
"909",2008,"11",1060,"L"
"910",2008,"11",132,"L"
"911",2008,"11",371.2,"K"
"912",2008,"11",254.4,"K"
"913",2008,"11",17.5,"L"
"914",2008,"11",8,"L"
"915",2008,"11",39648.9,"K"
"916",2008,"11",662,"K"
"917",2008,"11",128376,"K"
"918",2008,"11",128376,"K"
"919",2008,"11",27468,"K"
"920",2008,"11",39460,"L"
"921",2008,"11",8080,"K"
"922",2008,"11",5,"L"
"923",2008,"11",5,"L"
"924",2008,"11",20424,"K"
"925",2008,"11",4496,"K"
"926",2008,"11",3.7,"K"
"927",2008,"11",50460,"K"
"928",2008,"11",50460,"K"
"929",2008,"11",15168,"K"
"930",2008,"11",24,"K"
"931",2008,"11",2960,"K"
"932",2008,"11",2960,"K"
"933",2008,"11",337.8,"K"
"934",2008,"11",712,"K"
"935",2008,"11",22,"K"
"936",2008,"11",60,"K"
"937",2008,"11",3912,"L"
"938",2008,"11",21052,"K"
"939",2008,"11",2970,"K"
"940",2008,"11",2970,"K"
"941",2008,"11",1869.3,"K"
"942",2008,"11",355.5,"K"
"943",2008,"11",42275,"K"
"944",2008,"11",1335,"L"
"945",2008,"11",1288.8,"L"
"946",2008,"11",12822,"L"
"947",2008,"11",11017.5,"K"
"948",2008,"11",15,"L"
"949",2008,"11",14.4,"K"
"950",2008,"11",102.5,"L"
"951",2008,"11",2452.9,"K"
"952",2008,"11",82080,"K"
"953",2008,"11",2550,"L"
"954",2008,"11",2570,"K"
"955",2008,"11",2337,"K"
"956",2008,"11",20.2,"L"
"957",2008,"12",6,"L"
"958",2008,"12",642.3,"K"
"959",2008,"12",280,"L"
"960",2008,"12",15,"L"
"961",2008,"12",20,"L"
"962",2008,"12",20,"L"
"963",2008,"12",228,"K"
"964",2008,"12",1.8,"L"
"965",2008,"12",10,"L"
"966",2008,"12",370.5,"L"
"967",2008,"12",3.8,"K"
"968",2008,"12",100,"K"
"969",2008,"12",135,"L"
"970",2008,"12",135,"L"
"971",2008,"12",20,"L"
"972",2008,"12",236.4,"K"
"973",2008,"12",99.8,"K"
"974",2008,"12",344.6,"L"
"975",2008,"12",344.6,"L"
"976",2008,"12",4,"K"
"977",2008,"12",25,"K"
"978",2008,"12",65,"L"
"979",2008,"12",5740,"K"
"980",2008,"12",94.3,"K"
"981",2008,"12",175,"K"
"982",2008,"12",535,"K"
"983",2008,"12",20,"L"
"984",2008,"12",1000,"K"
"985",2008,"12",651,"L"
"986",2008,"12",95,"L"
"987",2008,"12",100,"K"
"988",2008,"12",5,"L"
"989",2008,"12",90,"K"
"990",2008,"12",3006.8,"L"
"991",2008,"12",155,"L"
"992",2008,"12",3.7,"K"
"993",2008,"12",2944,"L"
"994",2008,"12",57,"L"
"995",2008,"12",1.1,"K"
"996",2008,"12",175,"L"
"997",2008,"12",101.1,"K"
"998",2008,"12",6.6,"K"
"999",2008,"12",420,"K"
"1000",2008,"12",420,"K"
"1001",2008,"12",188,"L"
"1002",2008,"12",71,"L"
"1003",2008,"12",16.7,"K"
"1004",2008,"12",0.4,"K"
"1005",2008,"12",0.4,"K"
"1006",2008,"12",8863.6,"K"
"1007",2008,"12",337.5,"K"
"1008",2008,"12",6,"L"
"1009",2008,"12",186.2,"K"
"1010",2008,"12",3648,"K"
"1011",2008,"12",3648,"K"
"1012",2008,"12",4356,"K"
"1013",2008,"12",0.4,"L"
"1014",2008,"12",240,"K"
"1015",2008,"12",312,"K"
"1016",2008,"12",30,"K"
"1017",2008,"12",28,"K"
"1018",2008,"12",28,"K"
"1019",2008,"12",210,"K"
"1020",2008,"12",210,"K"
"1021",2008,"12",912,"K"
"1022",2008,"12",1.8,"K"
"1023",2008,"12",360,"K"
"1024",2008,"12",729,"K"
"1025",2008,"12",729,"K"
"1026",2008,"12",16,"K"
"1027",2008,"12",5815,"K"
"1028",2008,"12",297.7,"L"
"1029",2008,"12",1890,"K"
"1030",2008,"12",78.2,"L"
"1031",2008,"12",60,"K"
"1032",2008,"12",1975.2,"K"
"1033",2008,"67",19560,"K"
"1034",2008,"67",1203,"L"
"1035",2008,"67",682.1,"K"
"1036",2008,"67",20,"L"
"1037",2008,"67",650,"L"
"1038",2008,"67",650,"L"
"1039",2008,"67",634,"K"
"1040",2008,"67",25,"K"
"1041",2008,"67",25,"K"
"1042",2008,"67",4.6,"L"
"1043",2008,"67",550,"L"
"1044",2008,"67",1970,"L"
"1045",2008,"67",2012.2,"K"
"1046",2008,"67",1530,"K"
"1047",2008,"67",5365,"L"
"1048",2008,"67",5365,"L"
"1049",2008,"67",216,"K"
"1050",2008,"67",0.1,"K"
"1051",2008,"67",75.5,"K"
"1052",2008,"67",0.1,"K"
"1053",2008,"67",278.2,"K"
"1054",2008,"67",278.2,"K"
"1055",2008,"67",91,"K"
"1056",2008,"67",28.5,"L"
"1057",2008,"67",432.7,"L"
"1058",2008,"67",432.7,"L"
"1059",2008,"67",13.6,"K"
"1060",2008,"67",6,"K"
"1061",2008,"67",120,"K"
"1062",2008,"67",121.2,"K"
"1063",2008,"67",140,"L"
"1064",2008,"67",58.8,"L"
"1065",2008,"67",15.5,"K"
"1066",2008,"67",5,"L"
"1067",2008,"67",675,"K"
"1068",2008,"67",162.4,"K"
"1069",2008,"67",51,"K"
"1070",2008,"67",390,"L"
"1071",2008,"67",200,"K"
"1072",2008,"67",200,"K"
"1073",2008,"67",5,"L"
"1074",2008,"67",5,"L"
"1075",2008,"67",282,"L"
"1076",2008,"67",7,"L"
"1077",2008,"67",150,"K"
"1078",2008,"67",792,"L"
"1079",2008,"67",518,"L"
"1080",2008,"67",20,"K"
"1081",2008,"67",20,"L"
"1082",2008,"67",450,"L"
"1083",2008,"67",369.5,"L"
"1084",2008,"67",206,"L"
"1085",2008,"67",1490,"K"
"1086",2008,"67",1987,"L"
"1087",2008,"67",20,"L"
"1088",2008,"67",10,"K"
"1089",2008,"67",25,"L"
"1090",2008,"67",13.9,"K"
"1091",2008,"67",10,"L"
"1092",2008,"67",5210,"L"
"1093",2008,"67",313,"L"
"1094",2008,"67",140,"K"
"1095",2008,"67",2245,"K"
"1096",2008,"67",7,"L"
"1097",2008,"67",780,"L"
"1098",2008,"67",213,"K"
"1099",2008,"67",44,"L"
"1100",2008,"67",520,"K"
"1101",2008,"67",520,"K"
"1102",2008,"67",294,"L"
"1103",2008,"67",2,"L"
"1104",2008,"67",2,"L"
"1105",2008,"67",188.8,"K"
"1106",2008,"67",128,"L"
"1107",2008,"67",135,"K"
"1108",2008,"67",0.5,"K"
"1109",2008,"67",135,"L"
"1110",2008,"67",557,"L"
"1111",2008,"67",352,"K"
"1112",2008,"67",7.4,"K"
"1113",2008,"67",7.4,"K"
"1114",2008,"67",948,"K"
"1115",2008,"67",924.8,"K"
"1116",2008,"67",300,"L"
"1117",2008,"67",300,"L"
"1118",2008,"67",5.2,"L"
"1119",2008,"67",23,"L"
"1120",2008,"67",8975.5,"K"
"1121",2008,"67",970.6,"K"
"1122",2008,"67",2286,"K"
"1123",2008,"67",8.5,"L"
"1124",2008,"67",7590,"K"
"1125",2008,"67",576,"K"
"1126",2008,"67",80,"L"
"1127",2008,"67",1038,"K"
"1128",2008,"67",52.1,"K"
"1129",2008,"67",164,"K"
"1130",2008,"67",164,"K"
"1131",2008,"67",1290,"K"
"1132",2008,"67",1290,"K"
"1133",2008,"67",27,"K"
"1134",2008,"67",40,"K"
"1135",2008,"67",40,"K"
"1136",2008,"67",69.4,"K"
"1137",2008,"67",466,"K"
"1138",2008,"67",2430,"K"
"1139",2008,"67",126,"L"
"1140",2008,"67",1008,"K"
"1141",2008,"67",14,"K"
"1142",2008,"67",190,"K"
"1143",2008,"67",920,"K"
"1144",2008,"67",2207.1,"L"
"1145",2008,"67",369,"L"
"1146",2008,"67",555,"K"
"1147",2008,"67",4,"L"
"1148",2008,"67",60,"K"
"1149",2008,"67",199.7,"L"
"1150",2008,"67",3.8,"K"
"1151",2008,"67",1.2,"K"
"1152",2008,"67",560,"K"
"1153",2008,"67",175,"K"
"1154",2008,"67",185,"K"
"1155",2008,"67",99.4,"L"
"1156",2008,"13",58640,"K"
"1157",2008,"13",405,"L"
"1158",2008,"13",65,"L"
"1159",2008,"13",65,"L"
"1160",2008,"13",16360,"K"
"1161",2008,"13",2221.3,"K"
"1162",2008,"13",255,"L"
"1163",2008,"13",3060,"L"
"1164",2008,"13",4960,"K"
"1165",2008,"13",10056,"K"
"1166",2008,"13",21.2,"L"
"1167",2008,"13",1132,"L"
"1168",2008,"13",2742.4,"K"
"1169",2008,"13",210,"K"
"1170",2008,"13",125,"L"
"1171",2008,"13",125,"L"
"1172",2008,"13",11196,"K"
"1173",2008,"13",25,"L"
"1174",2008,"13",746,"K"
"1175",2008,"13",1210,"K"
"1176",2008,"13",552,"K"
"1177",2008,"13",129.8,"K"
"1178",2008,"13",257.5,"K"
"1179",2008,"13",1502.1,"L"
"1180",2008,"13",1502.1,"L"
"1181",2008,"13",8.3,"K"
"1182",2008,"13",2919.5,"K"
"1183",2008,"13",40,"K"
"1184",2008,"13",50,"K"
"1185",2008,"13",180,"K"
"1186",2008,"13",180,"K"
"1187",2008,"13",408,"K"
"1188",2008,"13",375,"L"
"1189",2008,"13",107,"L"
"1190",2008,"13",6,"L"
"1191",2008,"13",342.5,"L"
"1192",2008,"13",184,"K"
"1193",2008,"13",15,"L"
"1194",2008,"13",86358,"K"
"1195",2008,"13",38768.5,"K"
"1196",2008,"13",588,"K"
"1197",2008,"13",157,"K"
"1198",2008,"13",157,"K"
"1199",2008,"13",1900,"K"
"1200",2008,"13",175,"L"
"1201",2008,"13",600,"L"
"1202",2008,"13",6900,"K"
"1203",2008,"13",6900,"K"
"1204",2008,"13",75,"K"
"1205",2008,"13",7630,"K"
"1206",2008,"13",50,"L"
"1207",2008,"13",50,"L"
"1208",2008,"13",1330,"L"
"1209",2008,"13",562.8,"L"
"1210",2008,"13",1603.8,"K"
"1211",2008,"13",639,"L"
"1212",2008,"13",3722,"L"
"1213",2008,"13",185,"L"
"1214",2008,"13",185,"L"
"1215",2008,"13",240,"L"
"1216",2008,"13",240,"L"
"1217",2008,"13",280,"K"
"1218",2008,"13",4690,"L"
"1219",2008,"13",1052.5,"L"
"1220",2008,"13",2689,"L"
"1221",2008,"13",11900,"L"
"1222",2008,"13",378,"L"
"1223",2008,"13",179.2,"K"
"1224",2008,"13",6,"L"
"1225",2008,"13",872,"L"
"1226",2008,"13",1400,"K"
"1227",2008,"13",718,"L"
"1228",2008,"13",445,"K"
"1229",2008,"13",468,"L"
"1230",2008,"13",484,"L"
"1231",2008,"13",36,"L"
"1232",2008,"13",36,"L"
"1233",2008,"13",1039.6,"K"
"1234",2008,"13",3168,"L"
"1235",2008,"13",128,"K"
"1236",2008,"13",300,"L"
"1237",2008,"13",347.5,"L"
"1238",2008,"13",140,"L"
"1239",2008,"13",37,"L"
"1240",2008,"13",752.9,"K"
"1241",2008,"13",0.1,"K"
"1242",2008,"13",0.1,"K"
"1243",2008,"13",30,"L"
"1244",2008,"13",240,"L"
"1245",2008,"13",2267.2,"K"
"1246",2008,"13",1327.9,"K"
"1247",2008,"13",69.6,"L"
"1248",2008,"13",210,"L"
"1249",2008,"13",29380.8,"K"
"1250",2008,"13",3978.4,"K"
"1251",2008,"13",33960,"K"
"1252",2008,"13",33960,"K"
"1253",2008,"13",3276,"K"
"1254",2008,"13",2021,"L"
"1255",2008,"13",4910,"K"
"1256",2008,"13",75,"L"
"1257",2008,"13",75,"L"
"1258",2008,"13",1752,"K"
"1259",2008,"13",1604,"K"
"1260",2008,"13",162.8,"K"
"1261",2008,"13",66.4,"K"
"1262",2008,"13",66.4,"K"
"1263",2008,"13",1308,"K"
"1264",2008,"13",371,"K"
"1265",2008,"13",1440,"K"
"1266",2008,"13",1440,"K"
"1267",2008,"13",34.8,"K"
"1268",2008,"13",75,"K"
"1269",2008,"13",7930,"K"
"1270",2008,"13",1320,"L"
"1271",2008,"13",2384,"K"
"1272",2008,"13",33804,"K"
"1273",2008,"13",33804,"K"
"1274",2008,"13",28.4,"K"
"1275",2008,"13",562,"K"
"1276",2008,"13",54615,"K"
"1277",2008,"13",100,"L"
"1278",2008,"13",226.9,"L"
"1279",2008,"13",2100,"K"
"1280",2008,"13",21,"L"
"1281",2008,"13",4005,"K"
"1282",2008,"13",29,"L"
"1283",2008,"13",6,"K"
"1284",2008,"13",14080,"K"
"1285",2008,"13",1657,"L"
"1286",2008,"13",506.1,"K"
"1287",2008,"13",5360,"L"
"1288",2008,"13",3770,"K"
"1289",2008,"13",2752.1,"K"
"1290",2008,"13",119.4,"L"
"1291",2008,"14",40,"K"
"1292",2008,"14",204,"L"
"1293",2008,"14",40,"L"
"1294",2008,"14",40,"L"
"1295",2008,"14",1345.9,"K"
"1296",2008,"14",75,"L"
"1297",2008,"14",75,"L"
"1298",2008,"14",750,"K"
"1299",2008,"14",750,"K"
"1300",2008,"14",69.9,"L"
"1301",2008,"14",302,"L"
"1302",2008,"14",504,"K"
"1303",2008,"14",60,"K"
"1304",2008,"14",145,"L"
"1305",2008,"14",145,"L"
"1306",2008,"14",25,"L"
"1307",2008,"14",75,"L"
"1308",2008,"14",75,"L"
"1309",2008,"14",187,"K"
"1310",2008,"14",211.5,"K"
"1311",2008,"14",0.1,"L"
"1312",2008,"14",73.5,"L"
"1313",2008,"14",73.5,"L"
"1314",2008,"14",43,"K"
"1315",2008,"14",1780,"K"
"1316",2008,"14",46,"K"
"1317",2008,"14",5,"L"
"1318",2008,"14",202.7,"K"
"1319",2008,"14",2040,"K"
"1320",2008,"14",320,"L"
"1321",2008,"14",220,"K"
"1322",2008,"14",220,"K"
"1323",2008,"14",525,"K"
"1324",2008,"14",9.6,"K"
"1325",2008,"14",518,"L"
"1326",2008,"14",1136,"L"
"1327",2008,"14",127,"L"
"1328",2008,"14",700,"L"
"1329",2008,"14",201.5,"L"
"1330",2008,"14",337,"L"
"1331",2008,"14",550,"K"
"1332",2008,"14",3814,"L"
"1333",2008,"14",432,"L"
"1334",2008,"14",8.2,"K"
"1335",2008,"14",1360,"L"
"1336",2008,"14",110,"L"
"1337",2008,"14",1,"L"
"1338",2008,"14",164.9,"K"
"1339",2008,"14",4,"L"
"1340",2008,"14",271.4,"K"
"1341",2008,"14",17,"L"
"1342",2008,"14",5.5,"K"
"1343",2008,"14",1032,"L"
"1344",2008,"14",114.6,"K"
"1345",2008,"14",15.1,"K"
"1346",2008,"14",15.1,"K"
"1347",2008,"14",2752.3,"K"
"1348",2008,"14",118.2,"K"
"1349",2008,"14",6.2,"L"
"1350",2008,"14",4,"L"
"1351",2008,"14",1056.6,"K"
"1352",2008,"14",236,"K"
"1353",2008,"14",72,"K"
"1354",2008,"14",72,"K"
"1355",2008,"14",12.4,"L"
"1356",2008,"14",3900,"K"
"1357",2008,"14",132,"K"
"1358",2008,"14",11.4,"K"
"1359",2008,"14",212,"K"
"1360",2008,"14",212,"K"
"1361",2008,"14",8,"K"
"1362",2008,"14",4.6,"K"
"1363",2008,"14",19945,"K"
"1364",2008,"14",637,"L"
"1365",2008,"14",490,"L"
"1366",2008,"14",1575,"K"
"1367",2008,"14",1.2,"K"
"1368",2008,"14",15.4,"L"
"1369",2008,"14",4410,"K"
"1370",2008,"14",1077,"K"
"1371",2008,"14",65,"L"
"1372",2008,"15",12,"L"
"1373",2008,"15",197.9,"K"
"1374",2008,"15",0.4,"L"
"1375",2008,"15",32,"L"
"1376",2008,"15",0.2,"K"
"1377",2008,"15",62,"K"
"1378",2008,"15",97.2,"K"
"1379",2008,"15",93.6,"L"
"1380",2008,"15",93.6,"L"
"1381",2008,"15",1.5,"K"
"1382",2008,"15",31,"K"
"1383",2008,"15",19.6,"K"
"1384",2008,"15",0.6,"K"
"1385",2008,"15",814,"L"
"1386",2008,"15",2,"L"
"1387",2008,"15",50,"L"
"1388",2008,"15",2409,"L"
"1389",2008,"15",35,"L"
"1390",2008,"15",1,"K"
"1391",2008,"15",236,"L"
"1392",2008,"15",3,"L"
"1393",2008,"15",29.2,"K"
"1394",2008,"15",68.3,"K"
"1395",2008,"15",40,"K"
"1396",2008,"15",4.4,"K"
"1397",2008,"15",4.4,"K"
"1398",2008,"15",239,"K"
"1399",2008,"15",18,"K"
"1400",2008,"15",1.2,"L"
"1401",2008,"15",221,"K"
"1402",2008,"15",4,"L"
"1403",2008,"15",74,"K"
"1404",2008,"15",1.2,"K"
"1405",2008,"15",0.8,"K"
"1406",2008,"15",240,"K"
"1407",2008,"15",7.3,"L"
"1408",2008,"15",21,"L"
"1409",2008,"15",724.9,"K"
"1410",2008,"16",59445,"K"
"1411",2008,"16",777,"L"
"1412",2008,"16",874.8,"L"
"1413",2008,"16",874.8,"L"
"1414",2008,"16",75,"K"
"1415",2008,"16",887.8,"K"
"1416",2008,"16",12000,"L"
"1417",2008,"16",15300,"K"
"1418",2008,"16",888,"L"
"1419",2008,"16",1515,"L"
"1420",2008,"16",1515,"L"
"1421",2008,"16",27588,"K"
"1422",2008,"16",2000,"K"
"1423",2008,"16",2000,"K"
"1424",2008,"16",17.2,"L"
"1425",2008,"16",25,"L"
"1426",2008,"16",4313,"L"
"1427",2008,"16",85374,"K"
"1428",2008,"16",6245,"K"
"1429",2008,"16",7070,"L"
"1430",2008,"16",7070,"L"
"1431",2008,"16",41545.8,"K"
"1432",2008,"16",225.1,"L"
"1433",2008,"16",56,"K"
"1434",2008,"16",14794,"K"
"1435",2008,"16",14794,"K"
"1436",2008,"16",16030,"L"
"1437",2008,"16",423.3,"K"
"1438",2008,"16",47888,"K"
"1439",2008,"16",47888,"K"
"1440",2008,"16",0.1,"L"
"1441",2008,"16",297.1,"L"
"1442",2008,"16",297.1,"L"
"1443",2008,"16",730,"L"
"1444",2008,"16",181.4,"K"
"1445",2008,"16",970,"K"
"1446",2008,"16",535,"K"
"1447",2008,"16",84,"K"
"1448",2008,"16",84,"K"
"1449",2008,"16",2706,"K"
"1450",2008,"16",921.6,"L"
"1451",2008,"16",12194,"L"
"1452",2008,"16",2,"L"
"1453",2008,"16",17.6,"K"
"1454",2008,"16",75,"L"
"1455",2008,"16",3820,"K"
"1456",2008,"16",10560,"K"
"1457",2008,"16",3552,"K"
"1458",2008,"16",930,"K"
"1459",2008,"16",44912.5,"K"
"1460",2008,"16",13767.5,"K"
"1461",2008,"16",7000,"K"
"1462",2008,"16",48147,"K"
"1463",2008,"16",16050,"L"
"1464",2008,"16",960,"K"
"1465",2008,"16",960,"K"
"1466",2008,"16",225,"K"
"1467",2008,"16",3700,"K"
"1468",2008,"16",918,"L"
"1469",2008,"16",918,"L"
"1470",2008,"16",20,"L"
"1471",2008,"16",2870,"L"
"1472",2008,"16",55,"L"
"1473",2008,"16",123,"K"
"1474",2008,"16",5454,"L"
"1475",2008,"16",3173,"L"
"1476",2008,"16",775,"L"
"1477",2008,"16",775,"L"
"1478",2008,"16",121720,"L"
"1479",2008,"16",121720,"L"
"1480",2008,"16",46486,"K"
"1481",2008,"16",20,"K"
"1482",2008,"16",1820,"L"
"1483",2008,"16",56,"L"
"1484",2008,"16",1004.4,"L"
"1485",2008,"16",15016,"L"
"1486",2008,"16",6396,"L"
"1487",2008,"16",52020,"K"
"1488",2008,"16",7868,"L"
"1489",2008,"16",3.1,"K"
"1490",2008,"16",70738.2,"L"
"1491",2008,"16",11000,"L"
"1492",2008,"16",2675,"L"
"1493",2008,"16",25640,"K"
"1494",2008,"16",3945,"K"
"1495",2008,"16",20.6,"K"
"1496",2008,"16",48,"L"
"1497",2008,"16",7726.7,"K"
"1498",2008,"16",7726.7,"K"
"1499",2008,"16",13207,"L"
"1500",2008,"16",71,"L"
"1501",2008,"16",71,"L"
"1502",2008,"16",3,"L"
"1503",2008,"16",336,"K"
"1504",2008,"16",5827.5,"L"
"1505",2008,"16",5958,"K"
"1506",2008,"16",17260,"K"
"1507",2008,"16",17260,"K"
"1508",2008,"16",1113,"K"
"1509",2008,"16",800,"L"
"1510",2008,"16",800,"L"
"1511",2008,"16",60,"L"
"1512",2008,"16",2963,"L"
"1513",2008,"16",201.8,"K"
"1514",2008,"16",10.1,"K"
"1515",2008,"16",10.1,"K"
"1516",2008,"16",12685,"L"
"1517",2008,"16",7220,"L"
"1518",2008,"16",2436.1,"K"
"1519",2008,"16",245.2,"K"
"1520",2008,"16",2366,"K"
"1521",2008,"16",1900,"L"
"1522",2008,"16",1900,"L"
"1523",2008,"16",1.6,"L"
"1524",2008,"16",21,"L"
"1525",2008,"16",216794.3,"K"
"1526",2008,"16",2089,"K"
"1527",2008,"16",312108.4,"K"
"1528",2008,"16",312108.4,"K"
"1529",2008,"16",218487,"K"
"1530",2008,"16",32520,"L"
"1531",2008,"16",68430,"K"
"1532",2008,"16",2660,"L"
"1533",2008,"16",2660,"L"
"1534",2008,"16",53094,"K"
"1535",2008,"16",414,"K"
"1536",2008,"16",32.4,"K"
"1537",2008,"16",163860,"K"
"1538",2008,"16",163860,"K"
"1539",2008,"16",42384,"K"
"1540",2008,"16",3.5,"K"
"1541",2008,"16",18320,"K"
"1542",2008,"16",18320,"K"
"1543",2008,"16",5899.7,"K"
"1544",2008,"16",1838.1,"K"
"1545",2008,"16",1268.6,"K"
"1546",2008,"16",5660,"K"
"1547",2008,"16",2216,"L"
"1548",2008,"16",70248,"K"
"1549",2008,"16",2187,"K"
"1550",2008,"16",2187,"K"
"1551",2008,"16",1077.8,"K"
"1552",2008,"16",96020,"K"
"1553",2008,"16",3864.1,"L"
"1554",2008,"16",88470,"K"
"1555",2008,"16",8985,"L"
"1556",2008,"16",100,"L"
"1557",2008,"16",22260.2,"K"
"1558",2008,"16",55,"L"
"1559",2008,"16",816,"K"
"1560",2008,"16",351.9,"L"
"1561",2008,"16",279,"K"
"1562",2008,"16",58320,"K"
"1563",2008,"16",4810,"L"
"1564",2008,"16",5630,"K"
"1565",2008,"16",122,"K"
"1566",2008,"16",43.3,"L"
"1567",2008,"17",18745,"K"
"1568",2008,"17",664,"L"
"1569",2008,"17",1573,"L"
"1570",2008,"17",1573,"L"
"1571",2008,"17",1760.2,"K"
"1572",2008,"17",4850,"L"
"1573",2008,"17",2880,"K"
"1574",2008,"17",1839,"L"
"1575",2008,"17",542,"L"
"1576",2008,"17",542,"L"
"1577",2008,"17",4644,"K"
"1578",2008,"17",250,"K"
"1579",2008,"17",250,"K"
"1580",2008,"17",25.3,"L"
"1581",2008,"17",115,"L"
"1582",2008,"17",4130,"L"
"1583",2008,"17",7138,"K"
"1584",2008,"17",9505,"K"
"1585",2008,"17",4085,"L"
"1586",2008,"17",4085,"L"
"1587",2008,"17",20052,"K"
"1588",2008,"17",29.2,"K"
"1589",2008,"17",120,"L"
"1590",2008,"17",120,"L"
"1591",2008,"17",212.2,"K"
"1592",2008,"17",0.5,"K"
"1593",2008,"17",15639,"K"
"1594",2008,"17",15639,"K"
"1595",2008,"17",390,"L"
"1596",2008,"17",665.9,"K"
"1597",2008,"17",13760,"K"
"1598",2008,"17",13760,"K"
"1599",2008,"17",1.6,"L"
"1600",2008,"17",458.2,"L"
"1601",2008,"17",458.2,"L"
"1602",2008,"17",90,"L"
"1603",2008,"17",82.1,"K"
"1604",2008,"17",1000,"K"
"1605",2008,"17",800,"K"
"1606",2008,"17",380.4,"K"
"1607",2008,"17",85,"L"
"1608",2008,"17",20.4,"L"
"1609",2008,"17",8304,"L"
"1610",2008,"17",1,"L"
"1611",2008,"17",29.6,"K"
"1612",2008,"17",25,"L"
"1613",2008,"17",2,"K"
"1614",2008,"17",2,"K"
"1615",2008,"17",4320,"K"
"1616",2008,"17",260,"K"
"1617",2008,"17",8700,"K"
"1618",2008,"17",580.6,"K"
"1619",2008,"17",2475,"K"
"1620",2008,"17",7640,"K"
"1621",2008,"17",5280,"L"
"1622",2008,"17",1330,"K"
"1623",2008,"17",1330,"K"
"1624",2008,"17",1045,"L"
"1625",2008,"17",1045,"L"
"1626",2008,"17",5,"L"
"1627",2008,"17",10,"L"
"1628",2008,"17",17,"L"
"1629",2008,"17",3.6,"K"
"1630",2008,"17",1232,"L"
"1631",2008,"17",901,"L"
"1632",2008,"17",140,"L"
"1633",2008,"17",140,"L"
"1634",2008,"17",21700,"L"
"1635",2008,"17",21700,"L"
"1636",2008,"17",10780,"K"
"1637",2008,"17",75,"K"
"1638",2008,"17",30,"L"
"1639",2008,"17",1010,"L"
"1640",2008,"17",231,"L"
"1641",2008,"17",1829,"L"
"1642",2008,"17",170,"K"
"1643",2008,"17",20552,"L"
"1644",2008,"17",87,"L"
"1645",2008,"17",5070,"L"
"1646",2008,"17",3610,"K"
"1647",2008,"17",4999,"L"
"1648",2008,"17",12.2,"K"
"1649",2008,"17",18780.5,"L"
"1650",2008,"17",560,"L"
"1651",2008,"17",452,"L"
"1652",2008,"17",160,"K"
"1653",2008,"17",180,"K"
"1654",2008,"17",19,"L"
"1655",2008,"17",1340,"L"
"1656",2008,"17",1001.5,"K"
"1657",2008,"17",34,"L"
"1658",2008,"17",15000,"K"
"1659",2008,"17",15000,"K"
"1660",2008,"17",5622,"L"
"1661",2008,"17",16,"L"
"1662",2008,"17",16,"L"
"1663",2008,"17",11,"L"
"1664",2008,"17",655.2,"K"
"1665",2008,"17",2166,"L"
"1666",2008,"17",2605,"K"
"1667",2008,"17",8358,"K"
"1668",2008,"17",1186,"L"
"1669",2008,"17",2269,"L"
"1670",2008,"17",335.8,"K"
"1671",2008,"17",3.2,"K"
"1672",2008,"17",3.2,"K"
"1673",2008,"17",2310,"L"
"1674",2008,"17",59,"L"
"1675",2008,"17",3132.5,"K"
"1676",2008,"17",251,"K"
"1677",2008,"17",2190,"K"
"1678",2008,"17",3820,"K"
"1679",2008,"17",720,"L"
"1680",2008,"17",720,"L"
"1681",2008,"17",8,"L"
"1682",2008,"17",180,"L"
"1683",2008,"17",40998.1,"K"
"1684",2008,"17",450,"K"
"1685",2008,"17",102696,"K"
"1686",2008,"17",102696,"K"
"1687",2008,"17",205146,"K"
"1688",2008,"17",5380.2,"L"
"1689",2008,"17",24460,"K"
"1690",2008,"17",5285,"L"
"1691",2008,"17",5285,"L"
"1692",2008,"17",29664,"K"
"1693",2008,"17",170,"K"
"1694",2008,"17",18.8,"K"
"1695",2008,"17",56370,"K"
"1696",2008,"17",56370,"K"
"1697",2008,"17",888,"K"
"1698",2008,"17",26.5,"K"
"1699",2008,"17",36040,"K"
"1700",2008,"17",36040,"K"
"1701",2008,"17",46.8,"K"
"1702",2008,"17",2264.4,"K"
"1703",2008,"17",485.6,"K"
"1704",2008,"17",492.8,"K"
"1705",2008,"17",9570,"K"
"1706",2008,"17",2938,"L"
"1707",2008,"17",35792,"K"
"1708",2008,"17",21330,"K"
